Unnamed: 0,bike_name,price,kms_driven,owner,brand
32235,Hero Passion 100cc,18000.0,3869.0,First Owner,Hero
8513,Harley-Davidson Iron 883,550000.0,4764.0,First Owner,Harley-Davidson
23484,Hero CD Deluxe,18000.0,22824.0,First Owner,Hero
13008,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,Bajaj
22128,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,Bajaj
32069,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
13413,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
9723,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,Bajaj
24672,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
24030,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
19010,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
8047,TVS Apache RTR,48000.0,18533.0,First Owner,TVS
26921,Hero Passion Pro,32000.0,12000.0,First Owner,Hero
28639,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
26913,Bajaj Avenger Street,55005.0,6600.0,First Owner,Bajaj
25297,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
21790,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
17819,Honda CB Hornet,87000.0,140.0,First Owner,Honda
5910,Royal Enfield Classic,140000.0,11166.0,First Owner,Royal Enfield
26810,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,Bajaj
30850,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
8870,KTM Duke 390cc,140900.0,29416.0,First Owner,KTM
83,KTM Duke 250cc,130000.0,17500.0,Second Owner,KTM
21355,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,Bajaj
21213,Bajaj Avenger Street,55005.0,6600.0,First Owner,Bajaj
20992,Honda CB Hornet,87000.0,140.0,First Owner,Honda
26504,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
24859,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
30695,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
21846,Yamaha Fazer 25,123000.0,14500.0,First Owner,Yamaha
16144,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,Bajaj
18473,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
2140,Bajaj Discover 100cc,23000.0,32000.0,First Owner,Bajaj
2710,TVS Victor 110cc,40000.0,12530.0,First Owner,TVS
21719,TVS Apache RTR,30000.0,6639.0,First Owner,TVS
3580,TVS Apache RTR,85000.0,8811.0,First Owner,TVS
25241,Bajaj Avenger Street,55005.0,6600.0,First Owner,Bajaj
10030,Hero Passion Pro,32000.0,12000.0,First Owner,Hero
6517,Royal Enfield Thunderbird,140000.0,11000.0,First Owner,Royal Enfield
10497,Bajaj Avenger Street,55005.0,6600.0,First Owner,Bajaj
9469,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
14173,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
28943,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
16635,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
26639,Hero Passion Pro,39000.0,22000.0,First Owner,Hero
24271,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,Yamaha
27002,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
20725,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
10476,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,Suzuki
22411,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
10353,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,Bajaj
6746,Hero Passion Pro,34800.0,23000.0,First Owner,Hero
19467,Hero Passion 100cc,18000.0,3869.0,First Owner,Hero
27826,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
4706,KTM Duke 390cc,120000.0,40700.0,First Owner,KTM
29645,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
19784,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,Bajaj
5114,Bajaj Discover 100M,32000.0,26500.0,First Owner,Bajaj
28952,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
32056,Bajaj Avenger Street,60000.0,20373.0,First Owner,Bajaj
18336,Hero Passion Pro,39000.0,22000.0,First Owner,Hero
28046,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,Bajaj
9093,Hero CD Deluxe,20000.0,14423.0,First Owner,Hero
14216,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
11904,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
4143,Honda CB Trigger,48300.0,3100.0,First Owner,Honda
23335,Bajaj Avenger Street,60000.0,20373.0,First Owner,Bajaj
16858,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,Bajaj
18307,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
18274,Yamaha Fazer 25,123000.0,14500.0,First Owner,Yamaha
30274,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,Suzuki
5780,Honda CBR 150R,48000.0,39555.0,First Owner,Honda
16050,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
6726,Honda CB Shine,55000.0,15000.0,Second Owner,Honda
11903,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
11204,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,Bajaj
15839,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
6334,Bajaj CT 100,32000.0,7652.0,First Owner,Bajaj
16111,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,Bajaj
10746,Hero Passion 100cc,18000.0,3869.0,First Owner,Hero
22046,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
27484,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
7094,Hero Karizma 223cc,13700.0,52000.0,Second Owner,Hero
14832,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,Bajaj
7609,Hero CD Deluxe,29000.0,25000.0,First Owner,Hero
1588,KTM RC 390cc,150000.0,12000.0,First Owner,KTM
27678,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
5511,Yamaha YZF-R15 150cc,53300.0,29000.0,First Owner,Yamaha
18191,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,Yamaha
30203,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
22150,Yamaha Fazer 25,123000.0,14500.0,First Owner,Yamaha
21175,Bajaj Avenger Street,55005.0,6600.0,First Owner,Bajaj
18798,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
1837,Honda CBR 250R,190000.0,6000.0,First Owner,Honda
11651,Hero Super Splendor,15600.0,84186.0,First Owner,Hero
24536,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,Suzuki
17757,Hero Passion 100cc,18000.0,3869.0,First Owner,Hero
28085,Bajaj Avenger Street,60000.0,20373.0,First Owner,Bajaj
16366,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
6108,Hero CBZ 150cc,20000.0,25000.0,First Owner,Hero
222,Royal Enfield Himalayan,177982.0,7000.0,First Owner,Royal Enfield
15875,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
2442,Hero Passion Xpro,39000.0,36850.0,First Owner,Hero
11192,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,Bajaj
23826,Hero CD Deluxe,18000.0,22824.0,First Owner,Hero
29313,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
18305,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
24490,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,Bajaj
30792,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,Bajaj
27722,Hero Passion Pro,39000.0,22000.0,First Owner,Hero
10228,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
26338,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
20497,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
29907,Hero Passion Pro,39000.0,22000.0,First Owner,Hero
24581,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,Bajaj
15759,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,Yamaha
17075,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
26447,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
9159,Hero Passion Plus,28000.0,24434.0,First Owner,Hero
19012,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
16408,Hero Passion 100cc,18000.0,3869.0,First Owner,Hero
19993,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
17190,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
19274,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
11194,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
23075,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
9202,Bajaj CT 100,32000.0,90000.0,First Owner,Bajaj
20395,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,Yamaha
6551,TVS Star City,28000.0,99813.0,First Owner,TVS
14525,Bajaj Avenger Street,55005.0,6600.0,First Owner,Bajaj
6442,Suzuki Intruder 150cc,92000.0,4700.0,First Owner,Suzuki
14956,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
9402,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
26038,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,Yamaha
30790,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
8868,Royal Enfield Bullet,100000.0,17000.0,First Owner,Royal Enfield
4502,KTM Duke 390cc,100000.0,9300.0,First Owner,KTM
24136,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
13420,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
20264,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
8725,Bajaj Avenger Street,53300.0,19853.0,First Owner,Bajaj
18391,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,Bajaj
12639,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
408,Honda CB Shine,33500.0,26000.0,Second Owner,Honda
19191,Hero Passion Pro,39000.0,22000.0,First Owner,Hero
17242,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
9214,Bajaj Pulsar 220cc,35000.0,40000.0,First Owner,Bajaj
32441,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
20177,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,Bajaj
19684,Hero CD Deluxe,18000.0,22824.0,First Owner,Hero
5226,Royal Enfield Thunderbird,115000.0,12000.0,First Owner,Royal Enfield
19634,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
8135,TVS Apache RTR,34000.0,53817.0,First Owner,TVS
8500,Bajaj Discover 135cc,22000.0,13000.0,First Owner,Bajaj
15306,Hero Passion 100cc,18000.0,3869.0,First Owner,Hero
13741,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
16689,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
20516,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
15757,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
19700,Honda CB Hornet,87000.0,140.0,First Owner,Honda
1090,Royal Enfield Classic,90000.0,8000.0,First Owner,Royal Enfield
12785,Hero Passion Pro,32000.0,12000.0,First Owner,Hero
13713,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
7539,TVS Apache RTR,65000.0,7024.0,First Owner,TVS
14006,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
24786,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
30238,Bajaj Avenger Street,55005.0,6600.0,First Owner,Bajaj
15541,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
23381,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,Royal Enfield
9298,Hero Splendor Pro,20000.0,15906.0,First Owner,Hero
4093,Yamaha FZs 150cc,30000.0,18000.0,First Owner,Yamaha
27703,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,Bajaj
16503,Hero Passion 100cc,18000.0,3869.0,First Owner,Hero
6527,Bajaj Avenger 220cc,32900.0,11000.0,First Owner,Bajaj
11144,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
12369,Hero Passion 100cc,15000.0,35000.0,Second Owner,Hero
15963,Bajaj Avenger Street,60000.0,20373.0,First Owner,Bajaj
4189,KTM Duke 200cc,61000.0,64284.0,First Owner,KTM
15301,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
17003,Hero Passion Pro,32000.0,12000.0,First Owner,Hero
32280,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,Bajaj
18025,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
32417,Bajaj Avenger Street,60000.0,20373.0,First Owner,Bajaj
26168,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,Bajaj
5157,Hero CD Deluxe,11000.0,20000.0,First Owner,Hero
22364,Hero Passion Pro,39000.0,22000.0,First Owner,Hero
9153,Bajaj Discover 110cc,26000.0,5451.0,First Owner,Bajaj
15252,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
26720,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
17854,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
29972,Bajaj Avenger Street,55005.0,6600.0,First Owner,Bajaj
15081,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
5227,Hero Passion Plus,24000.0,6000.0,First Owner,Hero
29621,Hero Passion 100cc,15000.0,35000.0,Second Owner,Hero
27579,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
1023,Royal Enfield Thunderbird,155000.0,12000.0,First Owner,Royal Enfield
19568,Hero Passion Pro,32000.0,12000.0,First Owner,Hero
5934,KTM Duke 200cc,115000.0,29500.0,First Owner,KTM
6379,Royal Enfield Classic,114000.0,9282.0,First Owner,Royal Enfield
22111,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
9099,Hero Passion Pro,26000.0,81414.0,First Owner,Hero
16010,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,Bajaj
16851,Hero Passion Pro,32000.0,12000.0,First Owner,Hero
14853,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
17527,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
10696,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,Bajaj
14190,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
2874,Bajaj Avenger 220cc,45000.0,38500.0,First Owner,Bajaj
18388,Yamaha Fazer 25,123000.0,14500.0,First Owner,Yamaha
16643,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,Bajaj
20517,Honda CB Hornet,87000.0,140.0,First Owner,Honda
12801,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,Bajaj
30152,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
22600,Bajaj Avenger Street,55005.0,6600.0,First Owner,Bajaj
15215,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
4871,Kawasaki Versys 1000,901000.0,25000.0,First Owner,Kawasaki
30197,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
26760,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
28773,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
8037,Honda CB Shine,30000.0,24021.0,First Owner,Honda
27667,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
5503,Bajaj Pulsar 180cc,28000.0,34060.0,Second Owner,Bajaj
11568,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
18911,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
9252,Royal Enfield Classic,100000.0,15078.0,First Owner,Royal Enfield
32003,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
28569,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,Bajaj
25744,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,Bajaj
30560,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,Yamaha
13069,Honda CB Hornet,87000.0,140.0,First Owner,Honda
25684,Yamaha Fazer 25,123000.0,14500.0,First Owner,Yamaha
32113,Bajaj Avenger Street,60000.0,20373.0,First Owner,Bajaj
32319,Hero CD Deluxe,18000.0,22824.0,First Owner,Hero
13845,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,Bajaj
13235,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,Royal Enfield
3806,Royal Enfield Classic,115000.0,21651.0,First Owner,Royal Enfield
2518,Hero HF Dawn,32500.0,12045.0,First Owner,Hero
6902,Royal Enfield Thunderbird,110000.0,9876.0,First Owner,Royal Enfield
23390,Hero Passion Pro,39000.0,22000.0,First Owner,Hero
13141,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,Bajaj
17191,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
7293,KTM RC 390cc,162000.0,8000.0,First Owner,KTM
14315,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
4762,Royal Enfield Classic,73000.0,31254.0,First Owner,Royal Enfield
11974,Hero Super Splendor,15600.0,84186.0,First Owner,Hero
4475,TVS Apache RTR,20000.0,48782.0,First Owner,TVS
5472,Royal Enfield Classic,165000.0,2791.0,First Owner,Royal Enfield
28844,TVS Apache RTR,30000.0,6639.0,First Owner,TVS
15755,Hero Super Splendor,15600.0,84186.0,First Owner,Hero
24090,Hero Passion Pro,32000.0,12000.0,First Owner,Hero
7353,TVS Apache RTR,74200.0,6300.0,First Owner,TVS
11898,Hero Super Splendor,15600.0,84186.0,First Owner,Hero
12351,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,Bajaj
29455,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,Bajaj
6632,Royal Enfield Classic,112000.0,6646.0,First Owner,Royal Enfield
5853,Honda CB Unicorn,40000.0,49000.0,Second Owner,Honda
17171,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
25474,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
7132,Bajaj Pulsar 135LS,36000.0,6240.0,First Owner,Bajaj
21463,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
12965,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,Suzuki
4520,Yamaha FZs 150cc,19000.0,21878.0,First Owner,Yamaha
25977,Hero Super Splendor,15600.0,84186.0,First Owner,Hero
8862,Bajaj Pulsar 150cc,26000.0,20000.0,First Owner,Bajaj
27498,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
3843,Honda CB Trigger,47400.0,13000.0,First Owner,Honda
7155,Bajaj Pulsar NS200,40000.0,80402.0,First Owner,Bajaj
2649,Bajaj Pulsar RS200,85000.0,2700.0,First Owner,Bajaj
30568,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
5121,Honda CB Unicorn,20000.0,35063.0,Second Owner,Honda
17422,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,Bajaj
27832,Honda CB Hornet,87000.0,140.0,First Owner,Honda
12706,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,Bajaj
16730,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
12909,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
15773,Bajaj Avenger Street,60000.0,20373.0,First Owner,Bajaj
3219,KTM Duke 390cc,110147.0,13193.0,First Owner,KTM
7467,Ideal Jawa Yezdi,100000.0,80000.0,Second Owner,Ideal
7395,Yamaha YZF-R15 2.0,70000.0,43241.0,First Owner,Yamaha
21450,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,Bajaj
22045,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
7696,Suzuki Intruder 150cc,68000.0,4961.0,First Owner,Suzuki
15645,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
31931,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,Royal Enfield
12184,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,Bajaj
7388,Hero Karizma ZMR,42000.0,52000.0,Second Owner,Hero
16723,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
30551,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
31533,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,Bajaj
13211,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
23435,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,Yamaha
16719,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
5222,Bajaj Discover150 150cc,28000.0,25000.0,First Owner,Bajaj
10841,Hero Passion 100cc,18000.0,3869.0,First Owner,Hero
27062,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
13217,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,Bajaj
17687,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,Bajaj
27221,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
24688,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
18754,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,Bajaj
12525,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
13363,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
21626,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
12704,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
18518,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,Bajaj
28445,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,Bajaj
12428,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,Bajaj
26117,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,Royal Enfield
7731,TVS Apache RTR,48000.0,17746.0,First Owner,TVS
6870,Bajaj Avenger Street,46000.0,25400.0,First Owner,Bajaj
2507,Yamaha FZs 150cc,37000.0,53500.0,First Owner,Yamaha
31207,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
2638,Bajaj Avenger 220cc,52000.0,31782.0,First Owner,Bajaj
821,Royal Enfield Thunderbird,125000.0,33000.0,First Owner,Royal Enfield
6223,Hero Hunk 150cc,22000.0,20000.0,First Owner,Hero
3263,Hero Passion Pro,23000.0,38499.0,Second Owner,Hero
1530,Kawasaki Ninja 300cc,204600.0,5000.0,First Owner,Kawasaki
27130,Hero Passion Pro,32000.0,12000.0,First Owner,Hero
4032,Royal Enfield Classic,118000.0,8000.0,First Owner,Royal Enfield
15381,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
28092,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
1912,Hero CD Deluxe,31500.0,22845.0,First Owner,Hero
27554,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
26632,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
3115,Bajaj  Pulsar,18800.0,46555.0,First Owner,Bajaj
29900,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
8552,Honda CB Shine,27000.0,89454.0,Third Owner,Honda
27287,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
21504,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
24443,Bajaj Avenger Street,55005.0,6600.0,First Owner,Bajaj
29392,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
11368,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
28886,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
6483,Honda Dream Yuga,19000.0,25878.0,First Owner,Honda
22939,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
11153,Hero Passion 100cc,15000.0,35000.0,Second Owner,Hero
24677,Yamaha Fazer 25,123000.0,14500.0,First Owner,Yamaha
25083,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
8398,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
26800,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
13355,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,Bajaj
388,Bajaj V15 150cc,35000.0,18000.0,First Owner,Bajaj
7947,Bajaj Pulsar AS200,75000.0,12511.0,First Owner,Bajaj
10182,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,Bajaj
24004,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,Suzuki
31788,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,Bajaj
3833,Honda Livo 110cc,31000.0,31282.0,First Owner,Honda
2310,Royal Enfield Classic,66200.0,3400.0,First Owner,Royal Enfield
4393,Bajaj CT 100,23000.0,22173.0,First Owner,Bajaj
8900,Yamaha Fazer25 250cc,133500.0,17000.0,First Owner,Yamaha
21021,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,Suzuki
5803,Bajaj Dominar 400,143000.0,3515.0,First Owner,Bajaj
24403,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
13927,Hero CD Deluxe,18000.0,22824.0,First Owner,Hero
26297,Hero Passion Pro,39000.0,22000.0,First Owner,Hero
24444,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
26301,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,Bajaj
13078,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
12927,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
29170,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
5746,Royal Enfield Thunderbird,112100.0,22800.0,First Owner,Royal Enfield
6480,Honda CBF Stunner,22000.0,87056.0,First Owner,Honda
21185,Hero Passion 100cc,15000.0,35000.0,Second Owner,Hero
29653,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,Bajaj
26851,Hero Super Splendor,15600.0,84186.0,First Owner,Hero
29893,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
24595,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
21334,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
8248,Bajaj Avenger Cruise,77777.0,11000.0,First Owner,Bajaj
6769,Hero Splendor Plus,45000.0,18576.0,First Owner,Hero
5038,Bajaj V15 150cc,42000.0,12000.0,First Owner,Bajaj
3792,Mahindra Mojo XT300,149292.0,17564.0,First Owner,Mahindra
10244,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
843,Hero Ignitor Disc,45000.0,12699.0,First Owner,Hero
19061,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
1255,Benelli TNT 25,145200.0,11200.0,First Owner,Benelli
9328,Suzuki Gixxer 150cc,70000.0,12679.0,First Owner,Suzuki
20235,Hero CD Deluxe,18000.0,22824.0,First Owner,Hero
462,Bajaj V12 125cc,45000.0,10200.0,First Owner,Bajaj
28612,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,Bajaj
24524,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,Bajaj
8364,Royal Enfield Thunderbird,92000.0,24707.0,First Owner,Royal Enfield
25361,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
8341,TVS Apache RTR,65000.0,18070.0,First Owner,TVS
18874,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
23385,Yamaha Fazer 25,123000.0,14500.0,First Owner,Yamaha
31501,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
25755,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
